drug,miRNA,disease
DB01169,let-7b,D002295
DB01169,let-7b,D009456
DB01169,let-7b,D006561
DB01169,let-7b,D059226
DB01169,let-7b,D006223
DB01169,let-7b,D016393
DB01169,let-7b,D063647
DB01169,let-7b,D002446
DB01169,let-7b,D014277
DB01169,let-7b,D002280
DB01169,let-7b,D017545
DB01169,let-7b,D010534
DB01169,let-7b,D015427
DB01169,let-7b,D014605
DB01169,let-7b,D017086
DB01169,let-7b,D003072
DB01169,let-7b,D005706
DB01169,let-7b,D000860
DB01169,let-7b,D002278
DB01169,let-7b,D007511
DB01169,let-7b,D013272
DB01169,let-7b,D008288
DB01169,let-7b,D014890
DB01169,let-7b,D003876
DB01169,let-7b,D065627
DB01169,let-7b,D010001
DB01169,let-7b,D007248
DB01169,let-7b,D003323
DB01169,let-7b,D009080
DB01169,let-7b,D000755
DB01169,let-7b,D054058
DB01169,let-7b,D004938
DB01169,let-7b,D004719
DB01169,let-7b,D011014
DB01169,let-7b,D050171
DB01169,let-7b,C536629
DB01169,let-7b,D018979
DB01169,let-7b,D000690
DB01169,let-7b,D055113
DB01169,let-7b,D011470
DB01169,let-7b,D009202
DB01169,let-7b,D014947
DB01169,let-7b,D014652
DB01169,let-7b,D056735
DB01169,let-7b,D010518
DB01169,let-7b,D008180
DB01169,let-7g,D034701
DB01169,let-7g,D006566
DB01169,let-7g,D000072716
DB01169,let-7g,D056770
DB01169,let-7g,D013981
DB01169,let-7g,D011236
DB01169,let-7g,D020370
DB01169,let-7g,D006457
DB01169,let-7g,D018218
DB01169,let-7g,D011671
DB01169,let-7g,C535608
DB01169,let-7g,D009456
DB01169,let-7g,D006561
DB01169,let-7g,D059226
DB01169,let-7g,D057765
DB01169,let-7g,C536629
DB01169,let-7i,D003920
DB01169,let-7i,D010003
DB01169,let-7i,D002357
DB01169,let-7i,D009765
DB01169,let-7i,D005757
DB01169,let-7i,D056770
DB01169,let-7i,D006967
DB01169,let-7i,D003872
DB01169,let-7i,D000077273
DB01169,let-7i,D020964
DB01169,let-7i,D000077277
DB01169,let-7i,D011225
DB01169,let-7i,D012559
DB01169,let-7i,D000795
DB01169,let-7i,D010024
DB01169,let-7i,D000086382
DB01169,let-7i,D000072660
DB01169,let-7i,D012175
DB01169,let-7i,D008171
DB01169,let-7i,D000077195
DB01169,let-7i,D018239
DB01169,let-7i,D010300
DB01169,let-7i,D003110
DB01169,let-7i,D018805
DB01169,let-7i,D012516
DB01169,let-7i,D017544
DB01169,let-7i,D014657
DB01169,let-7i,D004769
DB01169,let-7i,D006949
DB01169,let-7i,D008228
DB01169,let-7i,D008113
DB01169,let-7i,D008103
DB01169,let-7i,D018281
DB01169,let-7i,D002296
DB01169,let-7i,D002658
DB01169,let-7i,D006333
DB01169,let-7i,D013274
DB01169,let-7i,D008268
DB01169,let-7i,D003930
DB01169,let-7i,D006689
DB01169,let-7i,D002386
DB01169,let-7i,D000077216
DB01169,let-7i,D058922
DB01169,let-7i,D009298
DB01169,let-7i,D001172
DB01169,let-7i,D002561
DB01169,let-7i,D009190
DB01169,let-7i,D066126
DB01169,let-7i,D013119
DB01169,let-7i,D009101
DB01169,let-7i,D007674
DB01169,let-7i,D010520
DB01169,let-7i,D016640
DB01169,let-7i,D001661
DB01169,let-7i,D011471
DB01169,let-7i,D002318
DB01169,let-7i,D053713
DB01169,let-7i,D002779
DB01169,let-7i,D024821
DB01169,let-7i,D006323
DB01169,let-7i,D050500
DB01169,let-7i,D005910
DB01169,let-7i,D000081029
DB01169,let-7i,D008223
DB01169,let-7i,D015459
DB01169,let-7i,D009133
DB01169,let-7i,D003865
DB01169,let-7i,D029424
DB01169,let-7i,D064726
DB01169,let-7i,D015433
DB01169,let-7i,D009767
DB01169,let-7i,D001281
DB01169,let-7i,D007249
DB01169,let-7i,D001022
DB01169,let-7i,D001228
DB01169,let-7i,D015451
DB01169,let-7i,D055959
DB01169,let-7i,D000751
DB01169,let-7i,D012164
DB01169,let-7i,D000075222
DB01169,let-7i,D013964
DB01169,let-7i,D000077274
DB01169,let-7i,D007938
DB01169,let-7i,D020371
DB01169,let-7i,D006402
DB01169,let-7i,D010911
DB01169,let-7i,D012509
DB01169,let-7i,D010182
DB01169,let-7i,D011230
DB01169,let-7i,D007333
DB01169,let-7i,D001008
DB01169,let-7i,D001523
DB01169,let-7i,D010922
DB01169,let-7i,D019970
DB01169,let-7i,D011658
DB01169,let-7i,D019636
DB01169,let-7i,D001289
DB01169,let-7i,D004314
DB01169,let-7i,D003922
DB01169,let-7i,D008107
DB01169,let-7i,D012173
DB01169,let-7i,D000163
DB01169,let-7i,D006509
DB01169,let-7i,D058249
DB01169,let-7i,D020345
DB01169,let-7i,D004806
DB01169,let-7i,D005922
DB01169,let-7i,D012128
DB01169,let-7i,D005355
DB01169,let-7i,D001327
DB01169,let-7i,D055370
DB01169,let-7i,D000437
DB01169,let-7i,D012595
DB01169,let-7i,D020961
DB01169,let-7i,D011832
DB01169,let-7i,D050197
DB01169,let-7i,D008269
DB01169,let-7i,D016403
DB01169,let-7i,D002545
DB01169,let-7i,D002972
DB01169,let-7i,D054990
DB01169,let-7i,D009157
DB01169,let-7i,D000026
DB01169,let-7i,D064129
DB01169,let-7i,D006973
DB01169,let-7i,D058226
DB01169,let-7i,D015212
DB01169,let-7i,D020388
DB01169,let-7i,D015428
DB01169,let-7i,D008659
DB01169,let-7i,D017379
DB01169,let-7i,D010190
DB01169,let-7i,D009062
DB01169,let-7i,D014029
DB01169,let-7i,D002295
DB01169,let-7i,D000236
DB01169,let-7i,C537017
DB01169,let-7i,D060825
DB01169,let-7i,C536494
DB01169,let-7i,D014397
DB01169,let-7i,D009103
DB01169,let-7i,D003424
DB01169,let-7i,D013921
DB01169,let-7i,D011655
DB01169,let-7i,D009442
DB01169,let-7i,D015535
DB01169,let-7i,D053201
DB01169,let-7i,D015464
DB01169,let-7i,D012859
DB01169,let-7i,D054198
DB01169,let-7i,D003327
DB01169,let-7i,D004833
DB01169,let-7i,D004827
DB01169,let-7i,D005317
DB01169,let-7i,D006976
DB01169,let-7i,D016543
DB01169,let-7i,D015470
DB01169,let-7i,D008527
DB01169,let-7i,D002294
DB01169,let-7i,D052016
DB01169,let-7i,D065626
DB01169,let-7i,D009447
DB01169,let-7i,D006223
DB01169,let-7i,D063647
DB01169,let-7i,D002446
DB01169,let-7i,D014277
DB01169,let-7i,D017545
DB01169,let-7i,D010534
DB01169,let-7i,D015427
DB01169,let-7i,D014605
DB01169,let-7i,D017086
DB01169,let-7i,D003072
DB01169,let-7i,D005706
DB01169,let-7i,D057765
DB01169,let-7i,D004719
DB01169,let-7i,D011014
DB01169,let-7i,D050171
DB01169,let-7i,D018979
DB01169,let-7i,D000690
DB01169,let-7i,D055113
DB01169,let-7i,D011470
DB01169,let-7i,D009202
DB01169,let-7i,D014947
DB01169,let-7i,D014652
DB01169,let-7i,D056735
DB01169,let-7i,D010518
DB01169,let-7i,D008180
DB01169,let-7f,D034701
DB01169,let-7f,D006566
DB01169,let-7f,D010505
DB01169,let-7f,D011236
DB01169,let-7f,D020370
DB01169,let-7f,D006457
DB01169,let-7f,D018218
DB01169,let-7f,D011671
DB01169,let-7f,C535608
DB01169,let-7f,D009456
DB01169,let-7f,D006561
DB01169,let-7f,D059226
DB01169,let-7f,C535531
DB01169,let-7f,C562602
DB01169,let-7f,D014929
DB01169,let-7f,D018269
DB01169,let-7f,D057765
DB00169,let-7a,D001228
DB00169,let-7a,D020370
DB00169,let-7a,D006457
DB00169,let-7a,D000751
DB00169,let-7a,D020371
DB00169,let-7a,D006402
DB00169,let-7a,D018218
DB00169,let-7a,D001289
DB00169,let-7a,D012173
DB00169,let-7a,D058249
DB00169,let-7a,D011832
DB00169,let-7a,D009157
DB00169,let-7a,D011671
DB00169,let-7a,C535608
DB00169,let-7a,D060825
DB00169,let-7a,D014397
DB00169,let-7a,D009442
DB00169,let-7a,D009456
DB00169,let-7a,D053201
DB00169,let-7a,D015464
DB00169,let-7a,D012859
DB00169,let-7a,D006561
DB00169,let-7a,D059226
DB00169,let-7a,C535531
DB00169,let-7a,C562602
DB00169,let-7a,D014605
DB00169,let-7a,D017086
DB00169,let-7a,D014929
DB00169,let-7a,D018269
DB00169,let-7a,D013272
DB00169,let-7a,D014890
DB00169,let-7a,D065627
DB00169,let-7a,D009080
DB00169,let-7a,D057765
DB00169,let-7a,C536629
DB00169,let-7a,D018979
DB00169,let-7a,D011470
DB00169,let-7a,D056735
DB00169,let-7a,D010518
DB00169,let-7e,D008175
DB00169,let-7e,D058186
DB00169,let-7e,D005757
DB00169,let-7e,D006967
DB00169,let-7e,D003872
DB00169,let-7e,D000077273
DB00169,let-7e,D020964
DB00169,let-7e,D000077277
DB00169,let-7e,D011225
DB00169,let-7e,D012559
DB00169,let-7e,D010024
DB00169,let-7e,D002583
DB00169,let-7e,D000072660
DB00169,let-7e,D012175
DB00169,let-7e,D008171
DB00169,let-7e,D010300
DB00169,let-7e,D008545
DB00169,let-7e,D003110
DB00169,let-7e,D018805
DB00169,let-7e,D012516
DB00169,let-7e,D017544
DB00169,let-7e,D001249
DB00169,let-7e,D013981
DB00169,let-7e,D006949
DB00169,let-7e,D008228
DB00169,let-7e,D008103
DB00169,let-7e,D018281
DB00169,let-7e,D002296
DB00169,let-7e,D002658
DB00169,let-7e,D006333
DB00169,let-7e,D008268
DB00169,let-7e,D003930
DB00169,let-7e,D002386
DB00169,let-7e,D000077216
DB00169,let-7e,D001172
DB00169,let-7e,D002561
DB00169,let-7e,D009190
DB00169,let-7e,D066126
DB00169,let-7e,D013119
DB00169,let-7e,D009101
DB00169,let-7e,D007674
DB00169,let-7e,D006526
DB00169,let-7e,D016640
DB00169,let-7e,D011471
DB00169,let-7e,D002318
DB00169,let-7e,D007246
DB00169,let-7e,D053713
DB00169,let-7e,D002779
DB00169,let-7e,D024821
DB00169,let-7e,D006323
DB00169,let-7e,D000081029
DB00169,let-7e,D008223
DB00169,let-7e,D015459
DB00169,let-7e,D001749
DB00169,let-7e,D029424
DB00169,let-7e,D064726
DB00169,let-7e,D015433
DB00169,let-7e,D001281
DB00169,let-7e,D003928
DB00169,let-7e,D001228
DB00169,let-7e,D020370
DB00169,let-7e,D006457
DB00169,let-7e,D000751
DB00169,let-7e,D020371
DB00169,let-7e,D006402
DB00169,let-7e,D010182
DB00169,let-7e,D011230
DB00169,let-7e,D007333
DB00169,let-7e,D001008
DB00169,let-7e,D001523
DB00169,let-7e,D010922
DB00169,let-7e,D019970
DB00169,let-7e,D011658
DB00169,let-7e,D019636
DB00169,let-7e,D004314
DB00169,let-7e,D003922
DB00169,let-7e,D008107
DB00169,let-7e,D000163
DB00169,let-7e,D006509
DB00169,let-7e,D020345
DB00169,let-7e,D004806
DB00169,let-7e,D005922
DB00169,let-7e,D012128
DB00169,let-7e,D005355
DB00169,let-7e,D001327
DB00169,let-7e,D055370
DB00169,let-7e,D000437
DB00169,let-7e,D005909
DB00169,let-7e,D012595
DB00169,let-7e,D058065
DB00169,let-7e,D020961
DB00169,let-7e,D050197
DB00169,let-7e,D008269
DB00169,let-7e,D016403
DB00169,let-7e,D002545
DB00169,let-7e,D002972
DB00169,let-7e,D054990
DB00169,let-7e,D016889
DB00169,let-7e,D000026
DB00169,let-7e,D064129
DB00169,let-7e,D006973
DB00169,let-7e,D058226
DB00169,let-7e,D000077192
DB00169,let-7e,D015212
DB00169,let-7e,D020388
DB00169,let-7e,D015428
DB00169,let-7e,D008659
DB00169,let-7e,D017379
DB00169,let-7e,D010190
DB00169,let-7e,D009062
DB00169,let-7e,D014029
DB00169,let-7e,D002292
DB00169,let-7e,D002295
DB00169,let-7e,D000083242
DB00169,let-7e,D000236
DB00169,let-7e,C537017
DB00169,let-7e,C536494
DB00169,let-7e,D009103
DB00169,let-7e,D003424
DB00169,let-7e,D013921
DB00169,let-7e,D011655
DB00169,let-7e,D015535
DB00169,let-7e,D003324
DB00169,let-7e,D004715
DB00169,let-7e,D054198
DB00169,let-7e,D003327
DB00169,let-7e,D004833
DB00169,let-7e,D004827
DB00169,let-7e,D005317
DB00169,let-7e,D006976
DB00169,let-7e,D016543
DB00169,let-7e,D015470
DB00169,let-7e,D008527
DB00169,let-7e,D002294
DB00169,let-7e,D052016
DB00169,let-7e,D065626
DB00169,let-7e,D009447
DB00169,let-7e,D006223
DB00169,let-7e,D016393
DB00169,let-7e,D063647
DB00169,let-7e,D002446
DB00169,let-7e,D014277
DB00169,let-7e,D002280
DB00169,let-7e,D017545
DB00169,let-7e,D010534
DB00169,let-7e,D015427
DB00169,let-7e,D003072
DB00169,let-7e,D005706
DB00169,let-7e,D000860
DB00169,let-7e,D002278
DB00169,let-7e,D007511
DB00169,let-7e,D008288
DB00169,let-7e,D003876
DB00169,let-7e,D010001
DB00169,let-7e,D007248
DB00169,let-7e,D003323
DB00169,let-7e,D000755
DB00169,let-7e,D054058
DB00169,let-7e,D004938
DB00169,let-7e,D004719
DB00169,let-7e,D011014
DB00169,let-7e,D050171
DB00169,let-7e,D000690
DB00169,let-7e,D055113
DB00169,let-7e,D009202
DB00169,let-7e,D014947
DB00169,let-7e,D014652
DB00169,let-7e,D008180
DB00169,let-7d,D002357
DB00169,let-7d,D034701
DB00169,let-7d,D006566
DB00169,let-7d,D000072716
DB00169,let-7d,D056770
DB00169,let-7d,D018239
DB00169,let-7d,D007822
DB00169,let-7d,D014657
DB00169,let-7d,D004769
DB00169,let-7d,D013981
DB00169,let-7d,D006689
DB00169,let-7d,D058922
DB00169,let-7d,D009298
DB00169,let-7d,D010505
DB00169,let-7d,D010520
DB00169,let-7d,D001661
DB00169,let-7d,D050500
DB00169,let-7d,D009767
DB00169,let-7d,D001228
DB00169,let-7d,D020370
DB00169,let-7d,D006457
DB00169,let-7d,D000751
DB00169,let-7d,D020371
DB00169,let-7d,D006402
DB00169,let-7d,D011832
DB00169,let-7d,D009157
DB00169,let-7d,D011671
DB00169,let-7d,C535608
DB00169,let-7d,D060825
DB00169,let-7d,D014397
DB00169,let-7d,D009442
DB00169,let-7d,D009456
DB00169,let-7d,D053201
DB00169,let-7d,D015464
DB00169,let-7d,D012859
DB00169,let-7d,D006561
DB00169,let-7d,D059226
DB00169,let-7d,C535531
DB00169,let-7d,C562602
DB00169,let-7d,D014605
DB00169,let-7d,D017086
DB00169,let-7d,D014929
DB00169,let-7d,D018269
DB00169,let-7d,D013272
DB00169,let-7d,D014890
DB00169,let-7d,D065627
DB00169,let-7d,D009080
DB00169,let-7d,D057765
DB00169,let-7d,C536629
DB00169,let-7d,D018979
DB00169,let-7d,D011470
DB00169,let-7d,D056735
DB00169,let-7d,D010518
DB00169,let-7c,D003920
DB00169,let-7c,D000544
DB00169,let-7c,D009203
DB00169,let-7c,D058186
DB00169,let-7c,D009765
DB00169,let-7c,D005757
DB00169,let-7c,D006967
DB00169,let-7c,D003872
DB00169,let-7c,D020964
DB00169,let-7c,D000077277
DB00169,let-7c,D012559
DB00169,let-7c,D010051
DB00169,let-7c,D010024
DB00169,let-7c,D000086382
DB00169,let-7c,D003924
DB00169,let-7c,D000072660
DB00169,let-7c,D012175
DB00169,let-7c,D010300
DB00169,let-7c,D003110
DB00169,let-7c,D018805
DB00169,let-7c,D012516
DB00169,let-7c,D017544
DB00169,let-7c,D013981
DB00169,let-7c,D006949
DB00169,let-7c,D008228
DB00169,let-7c,D008113
DB00169,let-7c,D008103
DB00169,let-7c,D018281
DB00169,let-7c,D002296
DB00169,let-7c,D002658
DB00169,let-7c,D006333
DB00169,let-7c,D008268
DB00169,let-7c,D003930
DB00169,let-7c,D002561
DB00169,let-7c,D009190
DB00169,let-7c,D010505
DB00169,let-7c,D014376
DB00169,let-7c,D066126
DB00169,let-7c,D013119
DB00169,let-7c,D007674
DB00169,let-7c,D011236
DB00169,let-7c,D006526
DB00169,let-7c,D016640
DB00169,let-7c,D001661
DB00169,let-7c,D002318
DB00169,let-7c,D053713
DB00169,let-7c,D002779
DB00169,let-7c,D024821
DB00169,let-7c,D006323
DB00169,let-7c,D008223
DB00169,let-7c,D015459
DB00169,let-7c,D009133
DB00169,let-7c,D003865
DB00169,let-7c,D064726
DB00169,let-7c,D001281
DB00169,let-7c,D007249
DB00169,let-7c,D001022
DB00169,let-7c,D015451
DB00169,let-7c,D055959
DB00169,let-7c,D012164
DB00169,let-7c,D006332
DB00169,let-7c,D000075222
DB00169,let-7c,D013964
DB00169,let-7c,D000077274
DB00169,let-7c,D010911
DB00169,let-7c,D011085
DB00169,let-7c,D012509
DB00169,let-7c,D010182
DB00169,let-7c,D011230
DB00169,let-7c,D007333
DB00169,let-7c,D001008
DB00169,let-7c,D001523
DB00169,let-7c,D010922
DB00169,let-7c,D019970
DB00169,let-7c,D011658
DB00169,let-7c,D019636
DB00169,let-7c,D003922
DB00169,let-7c,D008107
DB00169,let-7c,D000163
DB00169,let-7c,D006509
DB00169,let-7c,D020345
DB00169,let-7c,D004806
DB00169,let-7c,D005922
DB00169,let-7c,D012128
DB00169,let-7c,D005355
DB00169,let-7c,D001327
DB00169,let-7c,D055370
DB00169,let-7c,D000437
DB00169,let-7c,D005909
DB00169,let-7c,D012595
DB00169,let-7c,D058065
DB00169,let-7c,D011832
DB00169,let-7c,D009157
DB00169,let-7c,D011671
DB00169,let-7c,C535608
DB00169,let-7c,D000083242
DB00169,let-7c,D000236
DB00169,let-7c,C537017
DB00169,let-7c,C536494
DB00169,let-7c,D009103
DB00169,let-7c,D003424
DB00169,let-7c,D013921
DB00169,let-7c,D011655
DB00169,let-7c,D015535
DB00169,let-7c,D003324
DB00169,let-7c,D004715
DB00169,let-7c,D054198
DB00169,let-7c,D003327
DB00169,let-7c,D004833
DB00169,let-7c,D004827
DB00169,let-7c,D005317
DB00169,let-7c,D006976
DB00169,let-7c,D016543
DB00169,let-7c,D015470
DB00169,let-7c,D008527
DB00169,let-7c,D002294
DB00169,let-7c,D052016
DB00169,let-7c,D065626
DB00169,let-7c,D009447
DB00169,let-7c,D006223
DB00169,let-7c,D016393
DB00169,let-7c,D063647
DB00169,let-7c,D002446
DB00169,let-7c,D014277
DB00169,let-7c,D002280
DB00169,let-7c,D017545
DB00169,let-7c,D010534
DB00169,let-7c,D015427
DB00169,let-7c,D003072
DB00169,let-7c,D005706
DB00169,let-7c,D000860
DB00169,let-7c,D002278
DB00169,let-7c,D007511
DB00169,let-7c,D008288
DB00169,let-7c,D003876
DB00169,let-7c,D010001
DB00169,let-7c,D007248
DB00169,let-7c,D003323
DB00169,let-7c,D000755
DB00169,let-7c,D054058
DB00169,let-7c,D004938
DB00169,let-7c,D004719
DB00169,let-7c,D011014
DB00169,let-7c,D050171
DB00169,let-7c,D000690
DB00169,let-7c,D055113
DB00169,let-7c,D009202
DB00169,let-7c,D014947
DB00169,let-7c,D014652
DB00169,let-7c,D008180
DB00169,let-7b,D000544
DB00169,let-7b,D010003
DB00169,let-7b,D006967
DB00169,let-7b,D003872
DB00169,let-7b,D020964
DB00169,let-7b,D000077277
DB00169,let-7b,D011225
DB00169,let-7b,D012559
DB00169,let-7b,D000072660
DB00169,let-7b,D012175
DB00169,let-7b,D000077195
DB00169,let-7b,D010300
DB00169,let-7b,D012516
DB00169,let-7b,D017544
DB00169,let-7b,D001249
DB00169,let-7b,D013981
DB00169,let-7b,D006949
DB00169,let-7b,D008113
DB00169,let-7b,D008103
DB00169,let-7b,D018281
DB00169,let-7b,D002296
DB00169,let-7b,D002658
DB00169,let-7b,D006333
DB00169,let-7b,D008268
DB00169,let-7b,D003930
DB00169,let-7b,D006689
DB00169,let-7b,D002386
DB00169,let-7b,D009190
DB00169,let-7b,D014376
DB00169,let-7b,D066126
DB00169,let-7b,D013119
DB00169,let-7b,D011236
DB00169,let-7b,D016640
DB00169,let-7b,D002318
DB00169,let-7b,D053713
DB00169,let-7b,D002779
DB00169,let-7b,D024821
DB00169,let-7b,D006323
DB00169,let-7b,D000081029
DB00169,let-7b,D008223
DB00169,let-7b,D015459
DB00169,let-7b,D009133
DB00169,let-7b,D029424
DB00169,let-7b,D064726
DB00169,let-7b,D015433
DB00169,let-7b,D001022
DB00169,let-7b,D015451
DB00169,let-7b,D006332
DB00169,let-7b,D000075222
DB00169,let-7b,D013964
DB00169,let-7b,D010911
DB00169,let-7b,D011085
DB00169,let-7b,D012509
DB00169,let-7b,D010182
DB00169,let-7b,D011230
DB00169,let-7b,D007333
DB00169,let-7b,D001008
DB00169,let-7b,D001523
DB00169,let-7b,D010922
DB00169,let-7b,D019970
DB00169,let-7b,D011658
DB00169,let-7b,D019636
DB00169,let-7b,D001289
DB00169,let-7b,D004314
DB00169,let-7b,D003922
DB00169,let-7b,D008107
DB00169,let-7b,D012173
DB00169,let-7b,D000163
DB00169,let-7b,D006509
DB00169,let-7b,D020345
DB00169,let-7b,D004806
DB00169,let-7b,D012128
DB00169,let-7b,D055370
DB00169,let-7b,D000437
DB00169,let-7b,D005909
DB00169,let-7b,D012595
DB00169,let-7b,D058065
DB00169,let-7b,D020961
DB00169,let-7b,D011832
DB00169,let-7b,D008269
DB00169,let-7b,D016403
DB00169,let-7b,D002545
DB00169,let-7b,D002972
DB00169,let-7b,D054990
DB00169,let-7b,D016889
DB00169,let-7b,D000026
DB00169,let-7b,D064129
DB00169,let-7b,D006973
DB00169,let-7b,D058226
DB00169,let-7b,D015212
DB00169,let-7b,D020388
DB00169,let-7b,D015428
DB00169,let-7b,D008659
DB00169,let-7b,D017379
DB00169,let-7b,D010190
DB00169,let-7b,D009062
DB00169,let-7b,D014029
DB00169,let-7b,D002292
DB00169,let-7b,D002295
DB00169,let-7b,D060825
DB00169,let-7b,D014397
DB00169,let-7b,D009442
DB00169,let-7b,D009456
DB00169,let-7b,D053201
DB00169,let-7b,D015464
DB00169,let-7b,D012859
DB00169,let-7b,D006561
DB00169,let-7b,D059226
DB00169,let-7b,D006223
DB00169,let-7b,D016393
DB00169,let-7b,D063647
DB00169,let-7b,D002446
DB00169,let-7b,D014277
DB00169,let-7b,D002280
DB00169,let-7b,D017545
DB00169,let-7b,D010534
DB00169,let-7b,D015427
DB00169,let-7b,D003072
DB00169,let-7b,D005706
DB00169,let-7b,D000860
DB00169,let-7b,D002278
DB00169,let-7b,D007511
DB00169,let-7b,D008288
DB00169,let-7b,D003876
DB00169,let-7b,D010001
DB00169,let-7b,D007248
DB00169,let-7b,D003323
DB00169,let-7b,D000755
DB00169,let-7b,D054058
DB00169,let-7b,D004938
DB00169,let-7b,D004719
DB00169,let-7b,D011014
DB00169,let-7b,D050171
DB00169,let-7b,C536629
DB00169,let-7b,D000690
DB00169,let-7b,D055113
DB00169,let-7b,D009202
DB00169,let-7b,D014947
DB00169,let-7b,D014652
DB00169,let-7b,D008180
DB00169,let-7g,D003920
DB00169,let-7g,D010003
DB00169,let-7g,D001943
DB00169,let-7g,D009203
DB00169,let-7g,D058186
DB00169,let-7g,D009765
DB00169,let-7g,D005757
DB00169,let-7g,D006967
DB00169,let-7g,D003872
DB00169,let-7g,D020964
DB00169,let-7g,D000077277
DB00169,let-7g,D012559
DB00169,let-7g,D010051
DB00169,let-7g,D002583
DB00169,let-7g,D000086382
DB00169,let-7g,D003924
DB00169,let-7g,D000072660
DB00169,let-7g,D012175
DB00169,let-7g,D008171
DB00169,let-7g,D002289
DB00169,let-7g,D000077195
DB00169,let-7g,D010300
DB00169,let-7g,D008545
DB00169,let-7g,D018805
DB00169,let-7g,D007822
DB00169,let-7g,D017544
DB00169,let-7g,D001249
DB00169,let-7g,D006949
DB00169,let-7g,D008228
DB00169,let-7g,D008103
DB00169,let-7g,D002296
DB00169,let-7g,D006333
DB00169,let-7g,D008268
DB00169,let-7g,D003930
DB00169,let-7g,D001172
DB00169,let-7g,D002561
DB00169,let-7g,D009190
DB00169,let-7g,D010505
DB00169,let-7g,D014376
DB00169,let-7g,D066126
DB00169,let-7g,D013119
DB00169,let-7g,D009101
DB00169,let-7g,D007674
DB00169,let-7g,D011236
DB00169,let-7g,D006526
DB00169,let-7g,D016640
DB00169,let-7g,D011471
DB00169,let-7g,D002318
DB00169,let-7g,D053713
DB00169,let-7g,D002779
DB00169,let-7g,D024821
DB00169,let-7g,D005910
DB00169,let-7g,D009133
DB00169,let-7g,D003865
DB00169,let-7g,D029424
DB00169,let-7g,D064726
DB00169,let-7g,D015433
DB00169,let-7g,D001281
DB00169,let-7g,D003928
DB00169,let-7g,D007249
DB00169,let-7g,D001022
DB00169,let-7g,D015451
DB00169,let-7g,D055959
DB00169,let-7g,D006332
DB00169,let-7g,D000075222
DB00169,let-7g,D007938
DB00169,let-7g,D010911
DB00169,let-7g,D011085
DB00169,let-7g,D012509
DB00169,let-7g,D010182
DB00169,let-7g,D011230
DB00169,let-7g,D007333
DB00169,let-7g,D001008
DB00169,let-7g,D001523
DB00169,let-7g,D010922
DB00169,let-7g,D019970
DB00169,let-7g,D011658
DB00169,let-7g,D019636
DB00169,let-7g,D004314
DB00169,let-7g,D003922
DB00169,let-7g,D008107
DB00169,let-7g,D000163
DB00169,let-7g,D006509
DB00169,let-7g,D020345
DB00169,let-7g,D004806
DB00169,let-7g,D005922
DB00169,let-7g,D012128
DB00169,let-7g,D005355
DB00169,let-7g,D001327
DB00169,let-7g,D055370
DB00169,let-7g,D000437
DB00169,let-7g,D012595
DB00169,let-7g,D058065
DB00169,let-7g,D020961
DB00169,let-7g,D008269
DB00169,let-7g,D002545
DB00169,let-7g,D002972
DB00169,let-7g,D054990
DB00169,let-7g,D016889
DB00169,let-7g,D000026
DB00169,let-7g,D064129
DB00169,let-7g,D058226
DB00169,let-7g,D000077192
DB00169,let-7g,D015212
DB00169,let-7g,D020388
DB00169,let-7g,D015428
DB00169,let-7g,D008659
DB00169,let-7g,D017379
DB00169,let-7g,D010190
DB00169,let-7g,D009062
DB00169,let-7g,D014029
DB00169,let-7g,D002295
DB00169,let-7g,D000236
DB00169,let-7g,C537017
DB00169,let-7g,C536494
DB00169,let-7g,D009103
DB00169,let-7g,D003424
DB00169,let-7g,D013921
DB00169,let-7g,D011655
DB00169,let-7g,D015535
DB00169,let-7g,D003324
DB00169,let-7g,D004715
DB00169,let-7g,D054198
DB00169,let-7g,D003327
DB00169,let-7g,D004833
DB00169,let-7g,D004827
DB00169,let-7g,D006976
DB00169,let-7g,D016543
DB00169,let-7g,D015470
DB00169,let-7g,D008527
DB00169,let-7g,D002294
DB00169,let-7g,D052016
DB00169,let-7g,D065626
DB00169,let-7g,D009447
DB00169,let-7g,C535531
DB00169,let-7g,C562602
DB00169,let-7g,D014605
DB00169,let-7g,D017086
DB00169,let-7g,D014929
DB00169,let-7g,D018269
DB00169,let-7g,D000860
DB00169,let-7g,D002278
DB00169,let-7g,D007511
DB00169,let-7g,D008288
DB00169,let-7g,D003876
DB00169,let-7g,D010001
DB00169,let-7g,D007248
DB00169,let-7g,D003323
DB00169,let-7g,D000755
DB00169,let-7g,D054058
DB00169,let-7g,D004938
DB00169,let-7g,D004719
DB00169,let-7g,D011014
DB00169,let-7g,D050171
DB00169,let-7g,D000690
DB00169,let-7g,D055113
DB00169,let-7g,D009202
DB00169,let-7g,D014947
DB00169,let-7g,D014652
DB00169,let-7g,D008180
DB00169,let-7i,D003920
DB00169,let-7i,D010003
DB00169,let-7i,D009765
DB00169,let-7i,D005757
DB00169,let-7i,D056770
DB00169,let-7i,D006967
DB00169,let-7i,D003872
DB00169,let-7i,D020964
DB00169,let-7i,D000077277
DB00169,let-7i,D011225
DB00169,let-7i,D012559
DB00169,let-7i,D010024
DB00169,let-7i,D000086382
DB00169,let-7i,D000072660
DB00169,let-7i,D012175
DB00169,let-7i,D008171
DB00169,let-7i,D000077195
DB00169,let-7i,D010300
DB00169,let-7i,D003110
DB00169,let-7i,D018805
